Pos,No.,Player 1,twitter_1,No,Player 2,twitter_2,No.1,Player 3,twitter_3,No.2,Player 4,twitter_4,No.3,Player 5,twitter_5
DT,91.0,"Johnson, Emmanuel GR/TR",,13.0,"Diggs, Deamontae RS SR/TR",,93.0,"Ransaw, Gavin RS JR/TR",,,,,,,
BAN,42.0,"Ryan, Braylon RS SR",,36.0,"Cash, Joah RS JR",,50.0,"Lubin, Clev RS SO/TR",,52.0,"Diawara, Ibrahim RS SO/TR",,,,
MLB,1.0,"Bruce, Shane RS SR",,55.0,"Brown, Tray RS SO",,,,,,,,,,
WLB,34.0,"Gedeon, Wyatt SO",,35.0,"Brown, Barry RS SR/TR",,,,,,,,,,
LCB,11.0,"McDoom, Matthew JR",,5.0,"Jenkins, Keontae RS SR/TR",,10.0,"Conyer, Cristian SO/TR",,,,,,,
SS,7.0,"Williams, AJ GR/TR",,12.0,"Pinckney, Dre RS JR",,6.0,"Gordon, Xamarion RS JR/TR",,,,,,,
FS,4.0,"Fletcher, Tobias SR",,8.0,"Temoney III, Abraham GR/TR",,,,,,,,,,
RCB,2.0,"Eubanks, Courtney GR/TR",,22.0,"Peterson, Quan RS SO/TR",,,,,,,,,,
NB,0.0,"Powell, Juan GR/TR",,9.0,"Jones, Avyonne RS SO/TR",,,,,,,,,,
ST,,,,,,,,,,,,,,,
PT,97.0,"Sebafundi, Emile JR",,95.0,"West, Mack RS JR",,,,,,,,,,
PK,25.0,"Hensley, Kade RS JR",,31.0,"Gray, Liam RS JR",,90.0,"Keller, Justin JR/TR",,,,,,,
KO,31.0,"Gray, Liam RS JR",,25.0,"Hensley, Kade RS JR",,90.0,"Keller, Justin JR/TR",,,,,,,
LS,48.0,"Arnoult, Blake RS SR/TR",,46.0,"Kirkpatrick, John RS JR",,35.0,"Merchant, Nate RS SO",,,,,,,
H,95.0,"West, Mack RS JR",,97.0,"Sebafundi, Emile JR",,,,,,,,,,
PR,4.0,"Graves, Bryson SO",,4.0,"Fletcher, Tobias SR",,,,,,,,,,
KR,5.0,"Simpkins, Ja'Vin SO",,11.0,"McDoom, Matthew JR",,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Georgia Southern Eagles,,,,,,,,,,,,,,,
WR-X,5.0,"Sanders Jr., Marcus JR",,18.0,"Dorsey, KD SO",,,,,,,,,,
WR-Z,2.0,"Burgess Jr., Derwin SR",,19.0,"Dallas, Josh RS SO",,89.0,"Bradshaw, Taylor RS FR",,,,,,,
WR-Y,4.0,"Bunkley-Shelton, LV RS SR/TR",,15.0,"Buchannon, DeAndre SO",,24.0,"Thompson, Joshua JR",,,,,,,
WR-H,17.0,"Cobb, Dalen JR",,14.0,"Kenerson, Sam RS SR",,27.0,"Petty, Deuce JR/TR",,,,,,,
LT,62.0,"Boyd, Dom RS JR/TR",,64.0,"Williams, Caelan RS SR",,,,,,,,,,
LG,74.0,"Wimbley, Pichon JR",,58.0,"Frazier, Kyle RS SR/TR",,,,,,,,,,
C,57.0,"Strong, Chandler RS SO",,54.0,"Carroll, Chance RS SR/TR",,55.0,"Williams, Ethan RS FR",,,,,,,
RG,78.0,"Cook, Caleb RS JR",,79.0,"Wallace, Weston RS SR/TR",,,,,,,,,,
RT,75.0,"Broadway, Bryson RS SR/TR",,71.0,"Wright Jr., Robert RS FR",,51.0,"Williams, Matthew RS FR",,,,,,,
TE,7.0,"Fromm, Tyler RS SR/TR",,11.0,"Johnson, Beau RS SR",,87.0,"Lester Jr., Evan RS JR",,83.0,"Walton, Elija RS FR",,84.0,"Mikhael, JP RS FR",
QB,12.0,"French, JC RS SO/TR",,9.0,"Williams II, Dexter RS SR/TR",,10.0,"Dallas, David RS SO",,6.0,"Budge, Tyler FR",,16.0,"FitzGerald, Colton RS JR/TR",
RB,25.0,"White, Jalen RS SR",,22.0,"Arnold, OJ JR",,20.0,"Gibbs, Terrance RS SO",,21.0,"Mbadinga, David SO",,28.0,"Anderson, J'Shawn RS FR",
DEF,,,,,,,,,,,,,,,
LDE,7.0,"Walker, Isaac RS JR",,52.0,"Ferguson, Jacob RS SR/TR",,,,,,,,,,
LDT,88.0,"Rhodes, Justin RS SR/TR",,94.0,"Fall, Elhadj RS SO",,,,,,,,,,
RDT,57.0,"Bullard, Latrell JR",,92.0,"Varner, Kristian RS SR/TR",,53.0,"Locke, Trevon RS SR",,,,,,,
RDE,91.0,"Rhodes, Davion RS JR",,90.0,"Davis, Da'Shawn JR",,,,,,,,,,
WLB,18.0,"Stroud, MJ RS SO",,4.0,"Hicks, Davon RS JR/TR",,17.0,"Dedman, Reid RS SR",,,,,,,
MLB,1.0,"Watson-Trent, Marques RS SR",,15.0,"Gilmore, Davon RS SR/TR",,34.0,"Whitehead, Jamari RS FR",,,,,,,
LCB,12.0,"Hill Jr., Tracy RS SO/TR",,13.0,"Pouncey, Ethan RS JR/TR",,38.0,"Holmes, Jeremiah JR/TR",,,,,,,
SS,6.0,"Williams, Cam RS SR/TR",,16.0,"Davis, Tyrell RS JR",,14.0,"Green, Prince RS JR/TR",,,,,,,
FS,5.0,"Smith, TJ RS SR/TR",,9.0,"Meyers, Justin RS JR",,11.0,"Morris, Deontre RS JR/TR",,,,,,,
RCB,31.0,"Gamble, Chance RS JR/TR",,23.0,"Smith, Dorrian RS JR/TR",,21.0,"Mathis, Caimon RS FR",,,,,,,
NB,22.0,"Stampley II, Marc JR",,25.0,"Jackson, Ayden SO",,,,,,,,,,
ST,,,,,,,,,,,,,,,
PT,81.0,"Smith, Alex SO",,99.0,"Bradberry, Walker RS JR",,82.0,"Daniel, Matthew RS SR/TR",,,,,,,
PK,88.0,"Stewart, Gavin RS SR/TR",,96.0,"Folser, Chase RS SO",,98.0,"Hartley, TJ RS FR/TR",,,,,,,
KO,88.0,"Stewart, Gavin RS SR/TR",,96.0,"Folser, Chase RS SO",,98.0,"Hartley, TJ RS FR/TR",,,,,,,
LS,94.0,"Bernard, Bryce RS SR/TR",,89.0,"Wheeler, Jackson RS SR",,93.0,"Wood, Gaines RS SO",,40.0,"Darlington, Wyatt FR",,,,
H,82.0,"Daniel, Matthew RS SR/TR",,99.0,"Bradberry, Walker RS JR",,,,,,,,,,
PR,4.0,"Bunkley-Shelton, LV RS SR/TR",,22.0,"Arnold, OJ JR",,,,,,,,,,
KR,15.0,"Buchannon, DeAndre SO",,17.0,"Cobb, Dalen JR",,21.0,"Mbadinga, David SO",,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Georgia State Panthers,,,,,,,,,,,,,,,
WR-X,8.0,"Credle, Ja'Cyais RS SR/TR",,16.0,"Hurst, Ted JR/TR",,10.0,"Riles, DJ RS SO/TR",,6.0,"Laney, Rykem SR/TR",,,,
WR-Z,5.0,"Thompson, Cadarrius RS SR",,0.0,"Kikwata, Peter JR/TR",,17.0,"Tucker, Petey JR/TR",,,,,,,
WR-Y,2.0,"Williams, Tailique RS SR",,13.0,"Bush, Darius RS JR/TR",,83.0,"Brand, LaMarcus RS JR/TR",,,,,,,
LT,67.0,"Chukwuma, Ben RS SR",,76.0,"Fenderson-Gentile, Kysean SR/TR",,,,,,,,,,
LG,72.0,"Black, Joshua RS SR/TR",,69.0,"Bargman, MarQuez RS JR",,56.0,"Watson, Romello SR/TR",,,,,,,
C,70.0,"Johnson, Alec RS SO",,71.0,"Larkins, Will RS FR/TR",,,,,,,,,,
RG,63.0,"Timmons, Trevor RS JR/TR",,78.0,"Robinson, Lamar JR/TR",,,,,,,,,,
RT,74.0,"Mason, Kyrik RS JR/TR",,68.0,"Cook, Mason RS JR",,,,,,,,,,
TE,85.0,"Green, Ahmon RS JR",,35.0,"McBride, Avion RS SO",,82.0,"Fleming, Dorian RS FR",,88.0,"Wadle, Lane FR",,,,
QB,1.0,"Gibson, Zach RS SR/TR",,11.0,"Veilleux, Christian RS JR/TR",,14.0,"Lowe, Kyle RS SO/TR",,7.0,"Ragland, Braylen RS FR",,15.0,"Waldrop, Rodge FR",
RB,4.0,"Beasley, CJ SR/TR",,25.0,"Brock, Freddie RS JR/TR",,3.0,"Wilkerson, Sy'veon RS SR/TR",,9.0,"Ford, Jordan RS SR/TR",,22.0,"Dukes, Michel GR/TR",
DEF,,,,,,,,,,,,,,,
DE,20.0,"Brown, Victoine RS JR/TR",,46.0,"Mathews, Ian RS JR/TR",,43.0,"Davis Jr., Chris RS JR",,36.0,"Manuel, Chris JR/TR",,53.0,"Tinor, Jude RS FR",
NT,10.0,"Bryant III, Henry RS JR/TR",,56.0,"Lewis II, Fuches RS JR",,16.0,"Thomas, Bishop RS SO/TR",,,,,,,
DT,52.0,"Blume, Anthony GR/TR",,11.0,"Lorenzo, Christian RS SO/TR",,40.0,"Mells, Sir RS SO/TR",,8.0,"Royal, Dorian RS JR/TR",,,,
JACK,9.0,"Swint, Kevin SR/TR",,19.0,"Williams, Cam RS SR/TR",,47.0,"McDaniel, KD RS SR/TR",,54.0,"Lee, Kiersten RS SR/TR",,39.0,"Bailey, LaQuavius FR",
MLB,48.0,"Abraham, Justin SR",,25.0,"Robinson, Josiah JR/TR",,2.0,"Brown, Tavian RS SR/TR",,45.0,"Wilson, Damaine FR",,49.0,"Bloom, Gavin RS SO/TR",
WLB,0.0,"Heimuli, Daniel SR/TR",,33.0,"Robinson, Xavier RS SR/TR",,41.0,"Hall, Jayven RS FR/TR",,27.0,"Turner, Jacorrei RS JR/TR",,,,
LCB,3.0,"Pringle, Gavin RS SR/TR",,12.0,"McCall, Sam JR/TR",,28.0,"McClendon, Marlon RS FR",,,,,,,
SS,6.0,"Johnson, Jeremiah SR/TR",,22.0,"Morris, Ja'Maric RS JR/TR",,32.0,"Jones, Cody RS JR/TR",,23.0,"Jones, Jaylen RS FR",,,,
FS,4.0,"Hopkins, D-Icey RS SO",,1.0,"Watson II, Kenyatta RS SR/TR",,14.0,"Marshall, Cam SO",,,,,,,
RCB,7.0,"Guy, Izaiah RS SO",,24.0,"Cooper, Ronald SR",,37.0,"Turner, Gary JR/TR",,,,,,,
NB,5.0,"Gilmore, Jyron RS JR/TR",,21.0,"Maxey III, Derrick RS FR/TR",,26.0,"Walker, Deuce FR",,,,,,,
ST,,,,,,,,,,,,,,,
PT,94.0,"Loggins, Kade RS JR",,98.0,"Allen, James RS JR/TR",,,,,,,,,,
PK,92.0,"Rickman, Liam RS SO",,38.0,"Kone, Isaac SO",,,,,,,,,,
KO,15.0,"McAlister, Braeden RS SO/TR",,38.0,"Kone, Isaac SO",,,,,,,,,,
LS,47.0,"Fitzmeyer, Michael RS SO",,57.0,"Lindsey, Sam RS FR",,97.0,"Radnoti, Spencer FR",,,,,,,
H,94.0,"Loggins, Kade RS JR",,98.0,"Allen, James RS JR/TR",,,,,,,,,,
PR,2.0,"Williams, Tailique RS SR",,,,,,,,,,,,,
KR,2.0,"Williams, Tailique RS SR",,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
James Madison Dukes,,,,,,,,,,,,,,,
WR-X,19.0,"Hudson, Taji RS JR/TR",,8.0,"Moss, Maxwell SO",,13.0,"Lewis, Troy RS JR/TR",,,,,,,
WR-Z,10.0,"Penny, Brionne RS SR/TR",,88.0,"Williams, Dylan FR",,2.0,"Mines, Jayden RS SO",,,,,,,
WR-SL,1.0,"Ross, Cam RS SR/TR",,9.0,"Dollison, Omarion SR/TR",,0.0,"Knight, Yamir SO",,,,,,,
LT,52.0,"Wyatt, Tyshawn SR",,64.0,"Popma, Luke RS JR/TR",,79.0,"Simmons, Joseph RS SO",,,,,,,
LG,60.0,"Sweazie, Carter RS SO",,50.0,"Jenkins, Quincy SR/TR",,53.0,"McLain, Hunter RS SO/TR",,,,,,,
C,58.0,"Morris, Tanner RS SR",,70.0,"Davis, Brett RS JR",,,,,,,,,,
RG,66.0,"Potts, Cole SR",,72.0,"Toner, Josh RS JR",,,,,,,,,,
RT,76.0,"McMurtrie, Pat RS SR/TR",,77.0,"Ramil, Jesse RS JR/TR",,,,,,,,,,
TE,15.0,"Wright, Kyi RS SR/TR",,17.0,"Thompson, Taylor SR/TR",,18.0,"Kyle, Logan RS JR/TR",,85.0,"Funk, Jordan SR/TR",,,,
QB,5.0,"Morris, Dylan RS SR/TR",,11.0,"Atkins, Billy RS JR",,14.0,"Barnett III, Alonza RS SO",,,,,,,
RB,7.0,"Adeyi, Ayo SR/TR",,6.0,"Pettaway, George RS SO/TR",,28.0,"Malary, Jobi SR/TR",,20.0,"Purdy, Tyler RS SR/TR",,25.0,"Knight, Wayne RS SO",
DEF,,,,,,,,,,,,,,,
DE,99.0,"O'Neill, Eric RS JR/TR",,8.0,"Thomas, Amar RS SO",,,,,,,,,,
NT,15.0,"Bush, Immanuel RS JR/TR",,97.0,"Fitzgerald, Chris SR/TR",,98.0,"Ogunade, Samson RS FR",,,,,,,
DT,90.0,"Lockett Jr., Terry RS JR/TR",,92.0,"DeNgohe, Darold RS FR",,93.0,"McMullin, Mychal RS FR",,44.0,"Cotton Jr., DJ RS FR/TR",,,,
STUD,9.0,"Summerall III, Lloyd RS SR/TR",,11.0,"Manns, Khairi RS SR/TR",,,,,,,,,,
MLB,27.0,"Dobbs, Jacob RS SR/TR",,1.0,"Scott, Raymond GR/TR",,,,,,,,,,
WLB,0.0,"Jones, Taurus RS SR",,5.0,"Hendrick, Trent JR",,17.0,"Weathersby, Gannon SO",,,,,,,
FCB,2.0,"Logan, Chauncey JR",,18.0,"Spivey, Evan RS FR",,36.0,"Ferguson, Milt FR",,30.0,"Eaglin, Justin RS SO",,,,
SS,6.0,"Williams, Ray RS SR/TR",,10.0,"Shearin, Chris RS SR/TR",,12.0,"Holmes, Kye RS JR",,,,,,,
FS,7.0,"Thomas, Jacob JR",,22.0,"Regan, Chase FR",,,,,,,,,,
BCB,3.0,"Spence, Terrence SR/TR",,13.0,"Taylor, Jordan SR/TR",,23.0,"Mullen, Trevell RS SO/TR",,,,,,,
NB,19.0,"Young, Ja'Kai RS SR/TR",,32.0,"Barksdale, DJ SO",,,,,,,,,,
ST,,,,,,,,,,,,,,,
PT,48.0,"Hanson, Ryan RS SR/TR",,96.0,"VanSlyke, Andrew RS FR",,,,,,,,,,
PK,16.0,"Ruelas, Noe RS JR/TR",,95.0,"Rosa, Cristiano RS SO/TR",,93.0,"Lipinski, Max FR",,,,,,,
KO,16.0,"Ruelas, Noe RS JR/TR",,95.0,"Rosa, Cristiano RS SO/TR",,93.0,"Lipinski, Max FR",,,,,,,
LS,54.0,"Mowrey, Jack RS FR",,40.0,"Ketcham, Logan JR/TR",,,,,,,,,,
H,48.0,"Hanson, Ryan RS SR/TR",,96.0,"VanSlyke, Andrew RS FR",,,,,,,,,,
PR,2.0,"Mines, Jayden RS SO",,,,,,,,,,,,,
KR,32.0,"Barksdale, DJ SO",,6.0,"Pettaway, George RS SO/TR",,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Louisiana Ragin' Cajuns,,,,,,,,,,,,,,,
WR-X,3.0,"Broussard, Harvey SO",,9.0,"LeGendre, Lance RS SR/TR",,35.0,"McCall, Jon RS JR/TR",,80.0,"Smith, Tavion SR/TR",,,,
WR-Z,15.0,"Williams, Robert RS JR",,13.0,"Robertson, Charles RS SO",,30.0,"Culbert, Trayv'on RS JR",,28.0,"Wade, KeDarius RS FR",,,,
WR-H,4.0,"Bernard, Jacob RS SR",,11.0,"Cambre, Dalen RS SR",,81.0,"Johnson, Jaydon RS SO",,8.0,"Dennis, Rahji FR",,,,
LT,64.0,"Williams, Bryant RS SO",,78.0,"Williams, Quinton RS SO/TR",,,,,,,,,,
LG,53.0,"Gillie, AJ RS SR",,79.0,"Maillho, Mackey RS JR",,,,,,,,,,
C,55.0,"Burton, Landon RS SR",,50.0,"Fordham, Cooper SO",,,,,,,,,,
RG,70.0,"Harrington, Jax RS JR",,75.0,"Moreau, Kaden RS SO",,,,,,,,,,
RT,71.0,"Jackson, George RS JR",,77.0,"McGowen, King RS SR",,,,,,,,,,
TE,0.0,"Carter, Terrance RS SO",,88.0,"Jensen, Caden RS FR",,86.0,"Stamey, Ty RS FR",,82.0,"Guidry, Rhett RS JR",,,,
QB,18.0,"Fields, Chandler RS SR",,10.0,"Wooldridge, Ben RS SR/TR",,17.0,"Lara, Adryan RS SO/TR",,2.0,"Winfield, D'Wanye' RS FR",,16.0,"Beale, Daniel FR",
RB,20.0,"Washington, Dre'lyn RS JR",,21.0,"Perry, Zylan RS SO",,7.0,"Davis, Elijah RS FR",,27.0,"Williams, Kendrell RS JR",,22.0,"Ward, Chaz RS SR/TR",
DEF,,,,,,,,,,,,,,,
DE,2.0,"Baylis, Antoine SR/TR",,0.0,"Lawson, Jordan RS JR",,97.0,"Williams, Lance SO",,41.0,"Edwards, Chase RS FR",,,,
NT,93.0,"Mims, Kyron RS SR/TR",,90.0,"Miller, Kadarius SR/TR",,99.0,"Wright, Ashton FR",,,,,,,
DT,9.0,"Narcisse, Mason SR",,68.0,"West Jr., Fitzgerald RS SO/TR",,95.0,"Baudoin IV, Maxie RS JR/TR",,,,,,,
JACK,19.0,"Whitfield, Cameron RS JR",,17.0,"Williams Jr., Ashley RS FR/TR",,31.0,"Fite, Trey RS SO/TR",,80.0,"Jones, Lester RS FR",,,,
MLB,8.0,"Ossai, K.C. SR",,16.0,"Edwards, Kailep JR",,45.0,"Kibodi, Caleb RS JR",,37.0,"Johnson, Micah RS FR",,,,
WLB,6.0,"Williams, Terrence RS JR",,22.0,"Dugger, Jaden JR/TR",,25.0,"Glass, Carmycah RS SO/TR",,44.0,"St. Andre, Jake RS SO",,,,
LCB,11.0,"Anderson, Caleb RS JR",,10.0,"Nkuba II, Shadwel RS JR/TR",,23.0,"Moses, Jeremiah RS FR",,,,,,,
SS,3.0,"Lewis Jr., Tyrone RS SR/TR",,28.0,"Jackson, Kody RS FR",,27.0,"Barnes, Key'Savalyn RS JR",,,,,,,
FS,20.0,"Clark, Jalen RS JR",,4.0,"Skipper, Tyree RS JR",,,,,,,,,,
RCB,21.0,"Martin, Keyon SR/TR",,26.0,"Agu, Justin RS JR",,24.0,"Dubose, Lorenzell RS SO",,,,,,,
STAR,7.0,"Flowers, Courtline RS JR",,13.0,"McDaniel, Amir RS SR",,36.0,"Eleam, Maurion RS SO",,,,,,,
ST,,,,,,,,,,,,,,,
PT,51.0,"Guilbeau, Braxton RS JR/TR",,92.0,"Torney, Nathan JR/TR",,50.0,"Guilbeau, Brayden FR",,,,,,,
PK,45.0,"Almendares, Kenneth RS SR",,40.0,"Klotz, Logan RS JR/TR",,95.0,"Sterner, Tony RS SO/TR",,,,,,,
KO,40.0,"Klotz, Logan RS JR/TR",,45.0,"Almendares, Kenneth RS SR",,95.0,"Sterner, Tony RS SO/TR",,,,,,,
LS,39.0,"Milliron, Carter JR",,40.0,"Sims, Hunter RS JR/TR",,,,,,,,,,
H,11.0,"Cambre, Dalen RS SR",,,,,,,,,,,,,
PR,4.0,"Bernard, Jacob RS SR",,15.0,"Williams, Robert RS JR",,,,,,,,,,
KR,21.0,"Perry, Zylan RS SO",,4.0,"Bernard, Jacob RS SR",,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Louisiana-Monroe Warhawks,,,,,,,,,,,,,,,
WR-X,0.0,"Griffin, Tyler RS SO/TR",,1.0,"McGruder, Amir SO/TR",,18.0,"McKinstry, Jaedyn RS JR/TR",,5.0,"Cole, Artis RS JR/TR",,,,
WR-Z,12.0,"Campbell, Javon JR/TR",,19.0,"Kimber, Justin RS JR",,84.0,"Wiley, Tristan RS SO/TR",,86.0,"Butler, Xavion RS JR/TR",,,,
WR-SL,3.0,"Wells, Davon SR/TR",,7.0,"Britt II, Marc RS SR/TR",,9.0,"Godfrey, Jake SO/TR",,28.0,"LeDent, Jaeden RS SO/TR",,,,
LT,60.0,"Carson, Sam SR/TR",,59.0,"Griffin Jr., Quentis SO/TR",,70.0,"Goodman Jr., John Curtis RS SO",,,,,,,
LG,58.0,"Fisher, Elijah RS SR",,75.0,"McBroom, Que SR/TR",,64.0,"Hutchinson, Drew RS SO",,74.0,"Little Jr., Thomas RS SO",,,,
C,50.0,"Miller, Carter RS SO/TR",,77.0,"Steele, Reese JR/TR",,51.0,"Rowe, Jaden FR",,,,,,,
RG,56.0,"Mickle, Jay SR/TR",,57.0,"Telesa III, Sam GR/TR",,52.0,"Galloway, Daz JR/TR",,,,,,,
RT,65.0,"Smith, Devon JR/TR",,71.0,"Williams, Chris RS JR/TR",,62.0,"Botley, Adameon RS SO",,,,,,,
TE,0.0,"McClour, Wyatt JR/TR",,88.0,"Nixon, Julian RS JR/TR",,6.0,"Campbell VI, Wesley RS SO/TR",,85.0,"Green, Rylan RS JR",,81.0,"Harrison, Quad JR/TR",
QB,2.0,"Herring, Hunter RS JR/TR",,14.0,"Booty, General RS JR/TR",,10.0,"Armenta, Aidan RS SO/TR",,16.0,"Mooney, Reese RS FR/TR",,15.0,"Velez, Isaiah RS SR/TR",
RB,21.0,"Smith, Hunter RS JR",,26.0,"Galloway, Bennett RS SO",,4.0,"Jones, James JR/TR",,8.0,"Curry, Taven RS SO/TR",,23.0,"Norman, Charlie RS SR",
DEF,,,,,,,,,,,,,,,
DE,41.0,"Howell, Dylan JR/TR",,92.0,"Smith, James RS SO",,18.0,"Wells, Kevontay JR/TR",,28.0,"Anderson, Davin JR/TR",,,,
NT,0.0,"Robinson, Kajuan RS SR/TR",,0.0,"Mosley Jr., Clifton SR/TR",,90.0,"Hamlin, Jaden JR/TR",,,,,,,
DT,14.0,"Ware, Jaylan SR/TR",,97.0,"Barquet Jr., Earl RS SR/TR",,91.0,"Ware, Amarion SO/TR",,,,,,,
BAN,6.0,"Hopkins, Tyrese RS JR/TR",,5.0,"Pullen, Billy JR/TR",,48.0,"Ashley, Jordan RS SR",,,,,,,
MIKE,35.0,"Glass Jr., Carl SR/TR",,7.0,"Knudsen, Daniel JR/TR",,31.0,"Vinson, Jalen RS JR",,10.0,"Holmes, Kelbee JR/TR",,,,
ROVER,25.0,"Foster, Jacob RS SO/TR",,0.0,"Shorter, Tristan RS JR/TR",,17.0,"Stewart, JD JR/TR",,54.0,"Drillette, Brett RS JR",,,,
SPUR,4.0,"Randle, Travor SR/TR",,38.0,"Gray, Markeegan RS JR",,29.0,"Sims, La'Garrius RS FR",,,,,,,
LCB,13.0,"Godsey Jr., David RS JR",,20.0,"Ester, Jyren RS JR/TR",,3.0,"Thomas, Charles RS JR/TR",,,,,,,
SS,12.0,"Williams Jr., Wydett JR/TR",,21.0,"Harris, Lynard RS FR",,23.0,"Saywahn, Stephen JR/TR",,24.0,"Burrows, Dontavius RS JR/TR",,,,
FS,19.0,"Onezime, Ra'shad SR/TR",,8.0,"Fauntroy, Carl RS SO/TR",,9.0,"Mack, Andre RS SR/TR",,15.0,"Robinson, Kristopher JR/TR",,,,
RCB,1.0,"Vigers, Car'lin SR/TR",,2.0,"Wilson, Korian RS JR/TR",,,,,,,,,,
ST,,,,,,,,,,,,,,,
PT,47.0,"Ryan, Makenzie FR",,,,,,,,,,,,,
PK,99.0,"Larson, Max RS JR/TR",,43.0,"Stagg, Luke RS SR",,,,,,,,,,
KO,99.0,"Larson, Max RS JR/TR",,43.0,"Stagg, Luke RS SR",,,,,,,,,,
LS,48.0,"Wilson, Nolan RS SO/TR",,33.0,"Wells, Andrew RS SR",,,,,,,,,,
H,47.0,"Ryan, Makenzie FR",,,,,,,,,,,,,
PR,3.0,"Wells, Davon SR/TR",,,,,,,,,,,,,
KR,3.0,"Wells, Davon SR/TR",,21.0,"Smith, Hunter RS JR",,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Marshall Thundering Herd,,,,,,,,,,,,,,,
WR-X,4.0,"Harris, DeMarcus SR/TR",,16.0,"Fitzpatrick, Christian RS SR/TR",,,,,,,,,,
WR-Z,7.0,"Chester, Carl SR/TR",,8.0,"Brown, Bralon RS JR/TR",,3.0,"Robinson, Bryan RS JR/TR",,,,,,,
WR-A,9.0,"Metcalf, Elijah RS JR/TR",,2.0,"Chapman, Tychaun RS SO/TR",,10.0,"Montgomery, Chuck RS JR",,,,,,,
LT,52.0,"Ellis, Elijah RS SR/TR",,76.0,"Montgomery, Tariq RS SO",,,,,,,,,,
LG,70.0,"Slappy, Jalen RS SO",,57.0,"Meeks, Eric RS SO",,,,,,,,,,
C,65.0,"Osburn, Logan RS SR",,,,,,,,,,,,,
RG,55.0,"Ramsey, Bryce RS SR/TR",,56.0,"Nicely, Cedrick RS JR/TR",,,,,,,,,,
RT,74.0,"Jones, Jeremy SR/TR",,60.0,"Adams, Shunmarkus JR/TR",,,,,,,,,,
TE,87.0,"Conley, Cade RS JR/TR",,80.0,"Holmes, Justin JR/TR",,81.0,"Payne, Toby RS SO",,86.0,"Steinfeldt, Aidan FR",,85.0,"Stephens, Tracy RS FR",
QB,1.0,"Braxton, Braylon RS JR/TR",,12.0,"Pennington, Cole RS SO",,13.0,"Parachek, Colin RS SO/TR",,14.0,"Long, JacQai FR",,,,
RB,6.0,"Houston, Jordan RS SR/TR",,28.0,"Payne, Ethan SR",,5.0,"Turner, A.J. RS SO",,44.0,"Roberts, Antwan RS SO/TR",,26.0,"Jackson, Siddiq SR/TR",
DEF,,,,,,,,,,,,,,,
LDE,15.0,"Green, Mike RS SO/TR",,55.0,"Hawkins, J.J. RS JR/TR",,24.0,"Clayton, Jacarius RS SO/TR",,,,,,,
LDT,99.0,"Gibson Sr., Isaiah RS SR/TR",,7.0,"Thomas Jr., Chris RS JR/TR",,90.0,"Thompson, Ra'Quan SR/TR",,18.0,"Agunloye, Su RS SO/TR",,,,
RDT,5.0,"Leggs, TyQaze RS SR/TR",,12.0,"Shuford, Jason SR/TR",,13.0,"Okolo, Jude RS SR/TR",,94.0,"Davis, Dylan RS JR/TR",,,,
RDE,93.0,"Ishmael, Jabari RS JR/TR",,33.0,"Harris, Deeve RS SR/TR",,58.0,"Ward, Braydin RS FR",,,,,,,
WLB,9.0,"Watson, Landyn RS JR/TR",,30.0,"Yates, Jaden SO",,17.0,"Hart Jr., Leon RS SO",,,,,,,
MLB,25.0,"Anderson, J'Coryan RS SR",,21.0,"Heflin, Ashton RS FR/TR",,8.0,"Beard III, Monroe JR/TR",,,,,,,
LCB,3.0,"Ibraheem, Ishmael RS SO/TR",,16.0,"Johnson, Isaiah RS JR/TR",,40.0,"Richard Jr., Anthony RS JR/TR",,,,,,,
SS,6.0,"McGhee, AG JR",,2.0,"Smith, Daytione RS JR",,,,,,,,,,
FS,11.0,"Roberts, J.J. RS SR/TR",,39.0,"Cuevas-Gillis, Ajani RS JR/TR",,0.0,"Foster, Ian RS FR",,,,,,,
RCB,10.0,"Henderson, Jacobie RS SO",,41.0,"Foster, Ahmere SO",,35.0,"Reagan, Jordan RS SR/TR",,,,,,,
NB,1.0,"Moten, Josh JR/TR",,14.0,"Stepney, DJ RS JR/TR",,4.0,"Green-McKnight, Jadarius RS JR/TR",,,,,,,
ST,,,,,,,,,,,,,,,
PT,98.0,"Clark, Alec RS FR",,,,,,,,,,,,,
PK,90.0,"Verhoff, Rece JR",,93.0,"Totten, Nathan RS FR",,33.0,"Holt, Will SO/TR",,,,,,,
KO,90.0,"Verhoff, Rece JR",,93.0,"Totten, Nathan RS FR",,33.0,"Holt, Will SO/TR",,,,,,,
LS,48.0,"Davis, Cade RS JR/TR",,47.0,"Bosset, Matthew RS SO",,,,,,,,,,
H,98.0,"Clark, Alec RS FR",,,,,,,,,,,,,
